Hours_Studied,Attendance,Parental_Involvement,Motivation_Level,Teacher_Quality,Exam_Score,Perf
17,61,Low,Medium,High,62,Low
26,98,High,Low,Low,72,Medium
18,67,High,High,Medium,64,Low
15,60,High,Low,High,58,Low
26,69,High,Low,Medium,66,Low
18,69,Medium,Low,High,64,Low
17,77,Medium,Low,High,68,Low
21,97,Low,Medium,Medium,69,Low
25,95,Low,Medium,Medium,71,Medium
34,78,Medium,Medium,Medium,71,Medium
25,76,Medium,Medium,High,67,Low
27,82,High,Medium,High,71,Medium
17,70,Medium,Low,Medium,64,Low
14,62,Medium,High,Medium,62,Low
20,98,Medium,Medium,Medium,70,Low
21,67,Low,Low,Medium,63,Low
14,68,High,High,Medium,66,Low
19,79,Medium,Low,Low,65,Low
22,80,Medium,Medium,Medium,69,Low
22,61,High,Medium,Medium,63,Low
23,66,Medium,Low,Medium,64,Low
22,75,Medium,High,Low,66,Low
17,87,Medium,Medium,Medium,67,Low
17,69,High,Medium,Medium,66,Low
13,77,Low,Low,Medium,65,Low
31,82,High,Medium,Medium,72,Medium
20,96,High,High,Low,70,Low
19,73,Medium,Medium,Low,67,Low
14,65,Medium,Low,,64,Low
38,80,High,Medium,Medium,72,Medium
14,90,Medium,Medium,Medium,65,Low
17,64,High,Medium,Medium,62,Low
22,77,Medium,High,Medium,67,Low
24,61,Medium,High,Medium,64,Low
26,61,Medium,Low,Medium,63,Low
31,79,Medium,Medium,High,72,Medium
23,72,Low,High,Medium,66,Low
14,94,High,Medium,Medium,70,Low
18,84,Medium,Low,High,66,Low
22,78,High,Low,High,70,Low
32,76,Low,Low,High,67,Low
12,80,Medium,High,High,64,Low
27,62,High,Medium,High,67,Low
21,96,High,Medium,High,72,Medium
25,100,High,Low,Medium,72,Medium
19,67,High,Low,Medium,68,Low
15,65,Medium,Medium,Medium,64,Low
25,66,High,Medium,Medium,66,Low
24,86,Low,Medium,High,68,Low
26,86,Low,Low,High,66,Low
20,94,Low,High,High,70,Low
16,90,High,High,Medium,70,Low
11,78,Low,Medium,,62,Low
25,85,Low,Medium,Low,69,Low
23,88,Medium,Low,High,69,Low
14,81,Medium,Medium,Medium,66,Low
17,79,High,Medium,Medium,68,Low
17,86,Medium,Medium,High,71,Medium
11,82,Medium,Medium,Medium,64,Low
15,86,Low,Medium,Medium,67,Low
13,85,Medium,Medium,High,68,Low
18,89,Low,Low,,67,Low
16,86,Medium,High,Medium,68,Low
10,81,Medium,Medium,High,69,Low
32,87,Medium,Medium,High,71,Medium
28,78,High,Low,Medium,68,Low
15,70,High,High,Medium,65,Low
22,60,Low,Medium,High,63,Low
23,82,Low,Medium,High,65,Low
27,84,High,Low,High,72,Medium
15,99,Low,Low,Low,67,Low
27,74,Medium,Medium,Medium,69,Low
17,76,Medium,Medium,High,67,Low
12,68,High,Low,Medium,64,Low
24,63,Medium,Low,Medium,62,Low
28,91,Low,Medium,Low,71,Medium
36,70,Low,Medium,Medium,70,Low
13,84,Low,Low,High,64,Low
24,88,Medium,Medium,Medium,69,Low
18,79,Medium,Medium,High,65,Low
25,95,High,Medium,Medium,73,Medium
11,78,Medium,Low,Medium,64,Low
12,71,Medium,Low,Medium,64,Low
15,96,Medium,Medium,Medium,70,Low
20,94,Low,Low,Medium,70,Low
16,67,High,Medium,Medium,64,Low
24,61,Low,Medium,High,64,Low
26,64,Medium,High,High,66,Low
24,71,Low,Medium,Medium,66,Low
30,99,Medium,Low,Medium,74,Medium
22,82,High,Medium,Medium,69,Low
13,75,Low,High,Medium,67,Low
28,96,Medium,High,Medium,73,Medium
16,78,Low,High,Medium,66,Low
25,73,High,High,Medium,67,Low
29,98,Medium,Low,Medium,75,Medium
23,94,Medium,Low,High,73,Medium
11,94,Medium,Medium,Medium,67,Low
14,80,High,Medium,High,65,Low
28,92,Medium,Low,Low,71,Medium
19,67,Medium,Low,Medium,63,Low
20,83,Medium,High,High,68,Low
25,99,Medium,High,Medium,72,Medium
24,72,Low,Low,High,67,Low
22,92,Medium,Low,Medium,71,Medium
19,80,Low,High,Medium,67,Low
18,62,Medium,Medium,High,66,Low
25,91,Medium,Medium,Medium,72,Medium
23,67,Low,Medium,High,64,Low
18,85,Medium,Medium,High,68,Low
26,63,High,Medium,Medium,65,Low
19,98,Medium,High,Medium,74,Medium
15,72,Medium,Medium,High,65,Low
15,69,High,Medium,High,63,Low
14,65,Medium,Medium,Medium,65,Low
18,98,Low,Medium,Medium,70,Low
27,88,Medium,Medium,Medium,71,Medium
15,90,Medium,Medium,Medium,66,Low
21,80,Medium,Low,High,69,Low
16,79,Medium,High,Medium,67,Low
18,64,Medium,Low,Medium,64,Low
11,82,High,High,High,67,Low
19,70,Medium,Medium,High,67,Low
19,99,High,Medium,Medium,70,Low
23,92,High,Medium,Medium,71,Medium
21,77,Medium,High,High,68,Low
13,66,High,Low,High,65,Low
27,91,Medium,Medium,Medium,70,Low
21,65,Medium,Low,,64,Low
21,68,High,High,Low,67,Low
20,68,Low,Medium,Low,63,Low
17,82,Medium,High,Low,65,Low
21,91,Medium,High,High,70,Low
23,73,Medium,Medium,Medium,67,Low
10,63,Medium,Low,Medium,60,Low
17,79,Low,Low,Medium,64,Low
18,90,Low,Low,Medium,65,Low
22,69,Medium,Low,High,64,Low
27,69,Medium,Medium,Medium,67,Low
15,98,Medium,High,Medium,71,Medium
17,98,Medium,Low,Medium,69,Low
17,100,Medium,Low,High,70,Low
15,92,Medium,Medium,High,69,Low
18,68,High,High,Medium,69,Low
25,68,Low,Low,,64,Low
14,74,Low,Medium,High,63,Low
23,73,High,Medium,Medium,67,Low
10,98,Medium,Low,Medium,66,Low
17,92,Medium,Medium,Medium,69,Low
18,89,Medium,Medium,High,69,Low
30,67,Medium,High,Medium,69,Low
18,96,Medium,High,Medium,72,Medium
7,93,High,High,Low,65,Low
8,67,Medium,Medium,High,63,Low
20,95,Medium,Low,High,69,Low
24,71,High,Low,High,69,Low
22,63,Medium,Medium,High,64,Low
21,86,Medium,High,High,69,Low
27,86,Medium,Medium,Medium,72,Medium
17,64,Medium,High,Medium,62,Low
25,73,High,Low,Medium,66,Low
10,100,Low,Low,Low,65,Low
15,87,High,Medium,Medium,69,Low
9,89,Medium,High,High,65,Low
18,69,High,Medium,High,67,Low
20,63,Low,Low,High,63,Low
21,71,High,Low,Medium,66,Low
20,70,Low,Low,Low,61,Low
14,69,High,Medium,Medium,64,Low
19,68,Medium,Low,Medium,64,Low
11,83,Medium,Medium,Medium,65,Low
28,73,Medium,Medium,Medium,68,Low
18,93,Low,Medium,Medium,69,Low
17,67,Medium,Medium,Medium,61,Low
30,79,Medium,Medium,High,72,Medium
13,61,Medium,Medium,Medium,61,Low
13,79,High,Medium,High,66,Low
13,62,Low,Medium,Medium,60,Low
20,99,Medium,Low,High,69,Low
23,92,Medium,Medium,High,72,Medium
24,80,Medium,Low,Medium,69,Low
35,63,High,Low,Medium,71,Medium
7,84,Medium,Medium,Medium,64,Low
24,90,Low,High,Medium,71,Medium
17,68,Low,High,High,64,Low
16,83,Medium,High,Low,67,Low
16,93,Medium,Medium,Medium,67,Low
15,91,Low,High,Medium,66,Low
30,92,Low,Medium,Medium,73,Medium
25,95,Medium,Medium,Medium,73,Medium
20,98,Medium,Medium,Medium,70,Low
28,76,Low,Medium,Low,70,Low
11,83,Medium,Low,Medium,62,Low
12,92,High,Medium,High,68,Low
7,88,High,Medium,Medium,65,Low
16,100,High,Medium,Medium,73,Medium
21,61,High,High,,65,Low
21,74,Medium,High,Medium,66,Low
21,71,Low,Medium,Medium,64,Low
12,70,Medium,High,Medium,63,Low
25,69,Medium,Medium,Low,62,Low
21,88,High,Low,Medium,70,Low
24,63,Medium,Medium,Medium,65,Low
9,90,Medium,Medium,Medium,64,Low
22,88,Medium,Low,Medium,70,Low
13,70,Medium,Medium,Low,62,Low
18,70,Medium,Medium,Medium,67,Low
23,85,Medium,Low,Medium,66,Low
21,90,High,High,High,74,Medium
15,95,Medium,Medium,Medium,69,Low
20,94,Medium,Low,Medium,70,Low
11,99,Medium,Medium,Medium,68,Low
27,83,Medium,Medium,,70,Low
19,96,Medium,Medium,Medium,71,Medium
27,92,Medium,High,High,73,Medium
17,96,Medium,Low,Medium,69,Low
17,60,Low,Medium,Medium,61,Low
15,99,Medium,Medium,Medium,68,Low
25,79,Medium,Medium,Medium,66,Low
16,92,High,Low,Medium,67,Low
24,65,Low,Medium,Medium,64,Low
18,76,Low,High,Medium,67,Low
8,71,High,Medium,Medium,61,Low
17,72,Low,High,High,65,Low
13,65,Low,Medium,Medium,62,Low
20,92,Low,Medium,Medium,69,Low
13,60,High,Medium,Medium,61,Low
26,73,High,Medium,Low,69,Low
19,67,Medium,High,Low,64,Low
19,84,Medium,High,Medium,65,Low
24,70,Medium,Low,Medium,64,Low
26,70,High,Medium,Low,68,Low
20,80,Low,High,Medium,67,Low
15,86,High,Low,High,68,Low
9,65,Low,Medium,Medium,61,Low
16,67,Medium,High,High,69,Low
16,70,Low,High,Medium,64,Low
21,99,High,Medium,Medium,74,Medium
18,76,Medium,Low,Medium,66,Low
24,84,Medium,Medium,Medium,68,Low
16,70,Medium,High,Medium,65,Low
20,80,Medium,Medium,Medium,66,Low
27,63,High,Medium,High,66,Low
22,61,Medium,High,Low,65,Low
20,79,Medium,Medium,Medium,67,Low
16,76,Low,Medium,High,65,Low
16,65,Medium,Medium,High,63,Low
15,88,High,Medium,High,67,Low
17,100,Medium,Low,Medium,70,Low
25,76,High,Low,Medium,68,Low
19,85,Medium,High,Medium,66,Low
12,99,Medium,Low,Low,67,Low
31,93,Medium,Low,High,72,Medium
22,79,High,Medium,Medium,68,Low
12,89,Medium,Medium,High,66,Low
17,65,Medium,Medium,Medium,62,Low
21,80,High,Medium,Medium,65,Low
30,71,High,Low,Medium,67,Low
13,66,Medium,Low,Medium,62,Low
26,77,Medium,Low,Medium,66,Low
28,65,Medium,High,Medium,67,Low
16,88,Medium,Medium,High,68,Low
18,78,Medium,Medium,Medium,66,Low
14,81,High,Medium,Medium,68,Low
19,66,Low,Medium,Medium,62,Low
20,66,Medium,Medium,,64,Low
24,83,High,Medium,Medium,68,Low
27,99,Low,Low,Medium,71,Medium
16,64,Medium,Medium,High,63,Low
8,71,High,High,High,62,Low
20,95,High,Low,Low,69,Low
22,63,Medium,Medium,Medium,62,Low
21,95,Low,Medium,Medium,71,Medium
18,81,Low,Medium,Medium,69,Low
21,76,Medium,Low,High,66,Low
29,72,Low,Low,Medium,64,Low
22,72,Low,Low,High,65,Low
18,72,High,High,High,68,Low
17,95,High,High,Medium,69,Low
19,89,High,Low,Medium,68,Low
30,87,Low,Low,Low,71,Medium
19,92,Low,Medium,Medium,66,Low
20,70,High,Medium,High,65,Low
17,85,High,Medium,Medium,68,Low
27,78,High,Medium,Medium,72,Medium
32,91,High,Medium,High,75,Medium
23,72,High,Low,Medium,67,Low
20,86,Medium,Low,Medium,67,Low
20,95,Medium,High,Medium,70,Low
6,76,Medium,Medium,Medium,64,Low
24,63,Medium,High,Medium,65,Low
21,81,Medium,Medium,High,68,Low
23,74,High,Medium,Low,67,Low
16,87,Low,Medium,High,66,Low
18,98,High,Low,Medium,69,Low
18,79,Low,Low,Medium,64,Low
26,79,Medium,High,Medium,68,Low
18,86,High,Low,High,68,Low
32,64,Low,Low,Medium,65,Low
23,70,Medium,Medium,Medium,65,Low
12,97,Low,Medium,Medium,65,Low
19,87,High,Low,High,67,Low
16,61,High,Medium,Medium,63,Low
7,68,High,Medium,High,62,Low
30,87,High,High,High,73,Medium
24,91,High,High,Medium,72,Medium
23,94,Low,High,Low,71,Medium
21,72,Medium,High,Medium,67,Low
12,97,Medium,Medium,Medium,66,Low
17,82,Medium,High,Medium,68,Low
25,88,High,Low,Medium,70,Low
14,84,Medium,Medium,Medium,66,Low
5,65,Low,Medium,Medium,56,Low
19,99,Medium,High,High,71,Medium
19,65,Low,Medium,High,64,Low
21,70,Medium,Low,Medium,65,Low
24,93,Medium,High,Medium,70,Low
24,85,High,Medium,Medium,70,Low
22,94,Low,Medium,High,71,Medium
27,81,High,Medium,Medium,70,Low
11,75,Low,Medium,Medium,62,Low
23,97,Medium,Low,Medium,72,Medium
24,61,Medium,Low,Medium,62,Low
13,94,Low,High,High,67,Low
11,69,Low,Low,Medium,58,Low
16,94,Low,Medium,High,69,Low
16,66,Medium,Medium,High,60,Low
25,83,High,High,Medium,72,Medium
16,96,Medium,Medium,Low,66,Low
15,79,Medium,Medium,Medium,66,Low
16,90,Medium,Low,Medium,69,Low
27,92,Low,Low,Medium,70,Low
20,89,Low,Medium,High,70,Low
19,97,High,Low,Low,70,Low
19,78,Low,Medium,High,67,Low
28,67,High,Medium,Medium,67,Low
16,62,Low,High,Medium,59,Low
28,70,Medium,Low,Medium,67,Low
21,66,High,Medium,Medium,65,Low
19,82,Medium,Medium,Medium,68,Low
35,67,High,Low,Medium,71,Medium
14,62,Medium,Medium,Medium,61,Low
18,61,Medium,Medium,Medium,63,Low
13,93,Medium,Low,High,67,Low
26,84,High,Medium,High,69,Low
30,74,Medium,Low,Medium,70,Low
30,96,Medium,High,Low,69,Low
27,63,High,Medium,High,66,Low
19,99,Medium,Low,Medium,70,Low
18,85,Medium,Low,High,67,Low
10,67,High,Medium,High,61,Low
32,87,Medium,Medium,Low,74,Medium
23,91,Medium,Low,High,70,Low
17,77,High,Low,Medium,66,Low
28,94,Medium,High,High,73,Medium
14,66,Medium,Medium,Medium,62,Low
22,71,Medium,Low,High,65,Low
19,64,High,Low,High,62,Low
24,68,Low,Medium,Low,64,Low
20,70,Medium,Medium,Medium,63,Low
11,97,Medium,Medium,Medium,69,Low
20,63,Medium,Low,High,63,Low
26,77,Medium,Medium,Medium,67,Low
20,81,Medium,Medium,Medium,65,Low
25,96,Medium,Medium,Medium,71,Medium
14,100,Medium,Medium,Medium,71,Medium
20,90,Medium,High,High,69,Low
16,99,Medium,Medium,High,71,Medium
24,91,Low,Medium,Medium,68,Low
20,99,Low,Medium,Medium,70,Low
24,88,Medium,Medium,High,71,Medium
27,63,Medium,Medium,Medium,68,Low
24,76,Low,Medium,Medium,69,Low
22,86,Medium,Medium,Low,71,Medium
14,74,High,Low,High,63,Low
20,71,Low,Medium,Medium,66,Low
17,83,Medium,Medium,Medium,67,Low
18,97,High,Medium,Medium,71,Medium
18,61,Low,Medium,Medium,59,Low
14,91,High,Medium,Medium,67,Low
8,89,High,Medium,Medium,66,Low
16,99,Low,High,High,72,Medium
21,97,High,Low,High,70,Low
12,90,Medium,Low,Medium,68,Low
20,81,Low,Low,Low,63,Low
31,68,Medium,Medium,High,69,Low
26,82,Low,Low,Low,67,Low
30,91,Medium,Low,High,75,Medium
22,96,Low,Medium,High,67,Low
27,92,High,Medium,High,74,Medium
16,68,Medium,Medium,High,66,Low
16,84,Medium,Medium,Medium,65,Low
4,73,Low,High,High,60,Low
27,60,Medium,High,Medium,63,Low
29,68,Low,Low,High,69,Low
17,65,High,Medium,Medium,64,Low
18,94,Low,Medium,Medium,68,Low
15,70,Medium,Low,Low,63,Low
22,71,Medium,Low,High,65,Low
27,98,Medium,Medium,Medium,74,Medium
10,75,Medium,Medium,Medium,65,Low
22,60,Medium,Medium,Medium,61,Low
18,71,Medium,Medium,High,66,Low
21,65,Medium,High,High,67,Low
23,64,High,Medium,High,66,Low
19,63,High,High,Medium,69,Low
19,84,Medium,Low,Medium,65,Low
19,68,High,Medium,Medium,65,Low
26,74,High,Medium,Medium,66,Low
23,94,Medium,Low,High,73,Medium
21,77,Low,Medium,High,64,Low
12,97,Medium,Low,High,67,Low
18,80,Medium,High,High,67,Low
25,76,Medium,Medium,Medium,68,Low
20,90,Medium,Medium,High,71,Medium
24,63,Medium,Medium,High,64,Low
31,64,Medium,Medium,Medium,67,Low
26,86,Medium,Medium,High,68,Low
21,79,Low,High,High,67,Low
17,92,Low,High,High,70,Low
5,97,Medium,Medium,Medium,64,Low
19,76,Medium,Medium,Medium,63,Low
18,84,High,Medium,Medium,71,Medium
22,80,Low,Low,Medium,64,Low
19,99,Low,High,Medium,70,Low
18,93,Medium,High,Medium,70,Low
9,96,Medium,Medium,Medium,67,Low
14,70,Medium,Low,High,62,Low
23,91,Medium,Low,High,69,Low
30,71,Low,Low,Medium,69,Low
19,68,Low,Low,Medium,62,Low
22,98,Low,High,Medium,70,Low
26,61,Medium,High,High,66,Low
15,99,High,Low,Medium,69,Low
22,66,Medium,Medium,High,65,Low
16,93,Low,Low,Medium,66,Low
25,71,High,Low,Medium,69,Low
21,74,High,Low,Medium,66,Low
22,69,Low,Medium,High,65,Low
15,83,Medium,Low,Medium,66,Low
24,74,Low,Medium,,63,Low
33,86,Low,Medium,High,72,Medium
14,61,Medium,Low,High,62,Low
18,63,High,Medium,Medium,64,Low
21,64,Medium,High,Medium,61,Low
25,77,High,Low,Medium,70,Low
17,93,Medium,Medium,High,67,Low
3,96,High,Medium,Medium,66,Low
28,70,Medium,Medium,Low,66,Low
25,83,Low,Low,High,68,Low
10,91,High,Medium,Medium,67,Low
16,72,Medium,Medium,High,65,Low
29,76,Medium,Low,High,70,Low
29,81,Medium,Medium,Medium,69,Low
26,65,Medium,Medium,High,68,Low
19,61,Medium,Medium,Medium,61,Low
20,66,Medium,Low,High,65,Low
19,85,High,Medium,Medium,71,Medium
27,63,Medium,Low,Medium,66,Low
15,68,Medium,Medium,Medium,62,Low
15,74,Low,Medium,High,61,Low
26,63,High,Medium,High,67,Low
20,68,Medium,Medium,High,66,Low
28,96,Low,High,Medium,71,Medium
16,61,Medium,High,High,62,Low
20,86,Medium,Low,Medium,67,Low
14,75,Medium,Medium,High,64,Low
20,87,Medium,Medium,Medium,68,Low
11,84,Medium,High,Medium,67,Low
17,69,Medium,High,Low,63,Low
11,94,High,Medium,Medium,70,Low
24,80,Low,Medium,Low,67,Low
24,93,Medium,Low,High,71,Medium
10,76,Medium,Low,Medium,62,Low
28,99,Medium,Medium,Medium,75,Medium
35,91,Low,Low,Medium,72,Medium
20,99,Medium,Low,Medium,73,Medium
16,81,Low,High,Low,64,Low
37,79,Medium,High,Medium,73,Medium
12,90,Medium,Low,High,66,Low
20,95,Low,High,Medium,69,Low
21,99,Medium,High,Medium,70,Low
28,73,Medium,Medium,Medium,70,Low
22,92,High,Medium,High,71,Medium
17,68,Low,High,Medium,64,Low
14,82,Medium,Low,High,71,Medium
18,67,High,High,Low,63,Low
14,74,High,Low,High,68,Low
20,97,Medium,Medium,High,71,Medium
17,66,Medium,Medium,High,65,Low
11,85,High,Medium,Medium,66,Low
28,84,High,High,Medium,72,Medium
17,65,High,Low,Medium,65,Low
12,73,Low,Medium,Medium,60,Low
19,83,Low,High,High,67,Low
20,67,Medium,High,Medium,65,Low
10,92,High,High,Medium,64,Low
22,99,High,Medium,High,72,Medium
14,69,High,Medium,Low,62,Low
30,67,Medium,Medium,Medium,67,Low
23,78,Medium,Medium,Medium,67,Low
18,90,Medium,Low,Medium,69,Low
16,71,High,Low,Low,65,Low
19,61,Medium,Low,High,62,Low
24,82,High,Medium,Medium,69,Low
20,98,Medium,Medium,Medium,72,Medium
19,76,Low,Low,Medium,63,Low
20,77,High,Low,Medium,64,Low
16,99,Low,Medium,Medium,67,Low
18,88,Medium,High,High,70,Low
7,89,High,Medium,High,64,Low
26,83,Medium,Medium,Medium,69,Low
22,99,High,Low,Medium,72,Medium
15,88,Medium,Medium,Medium,69,Low
31,96,High,Medium,Medium,75,Medium
21,88,Low,Low,Medium,67,Low
14,89,Medium,High,Medium,67,Low
25,72,Medium,High,,66,Low
22,72,Medium,High,Medium,64,Low
22,91,Medium,Medium,High,68,Low
17,72,High,High,Medium,66,Low
23,83,High,Medium,Medium,69,Low
18,70,High,Medium,High,65,Low
23,93,Medium,High,Low,70,Low
9,64,Medium,Low,Medium,57,Low
17,93,Medium,Low,High,69,Low
30,84,High,Low,Low,70,Low
15,67,Low,Medium,Medium,63,Low
16,82,Medium,Medium,Low,66,Low
17,71,Medium,Medium,Medium,64,Low
13,73,Medium,Medium,High,65,Low
7,74,High,High,Medium,64,Low
19,63,Medium,High,Medium,62,Low
21,99,High,Low,Medium,71,Medium
20,61,Medium,Medium,Medium,64,Low
19,86,High,High,High,72,Medium
20,75,Medium,Medium,Medium,64,Low
26,86,Medium,Medium,High,71,Medium
19,74,Medium,High,High,68,Low
17,87,Medium,Medium,Low,68,Low
18,89,Medium,Medium,Medium,68,Low
23,88,Medium,Medium,High,69,Low
28,65,Low,High,High,67,Low
16,86,Medium,Low,Medium,66,Low
21,71,Medium,Medium,Medium,65,Low
22,61,Medium,High,Low,63,Low
14,77,High,Medium,High,62,Low
20,77,High,Medium,Low,67,Low
11,79,Medium,Medium,Medium,65,Low
9,88,Medium,Medium,,66,Low
22,72,Low,Medium,Medium,66,Low
18,73,Medium,Medium,Medium,64,Low
21,62,High,Medium,Medium,67,Low
20,87,Medium,Medium,Medium,67,Low
14,83,Low,Low,Medium,61,Low
20,74,Medium,Medium,Medium,66,Low
13,88,High,Medium,Medium,66,Low
28,81,Medium,Medium,Medium,67,Low
12,79,High,High,Low,64,Low
19,80,High,Low,Medium,64,Low
14,85,Low,Medium,High,67,Low
23,86,Low,Low,High,68,Low
18,72,Medium,Medium,Medium,64,Low
17,66,Medium,Medium,Medium,63,Low
25,66,Medium,Medium,High,68,Low
20,86,Low,Low,Medium,64,Low
23,95,Low,High,Medium,70,Low
14,76,Low,Medium,Medium,64,Low
12,67,High,Medium,Medium,59,Low
21,90,High,Medium,High,71,Medium
18,93,Low,Medium,Medium,67,Low
24,95,Medium,High,Medium,73,Medium
20,84,Low,Medium,Medium,66,Low
21,94,High,Medium,High,73,Medium
10,61,High,High,Medium,62,Low
31,64,Medium,Medium,High,69,Low
19,64,Medium,Medium,High,66,Low
24,89,Medium,Medium,High,68,Low
15,63,Medium,Low,Medium,65,Low
22,80,Medium,High,Medium,67,Low
12,79,Medium,Low,Medium,64,Low
23,72,High,Medium,High,67,Low
18,95,Low,Low,Medium,66,Low
20,67,High,High,High,68,Low
24,74,Medium,Low,High,68,Low
13,91,Medium,Low,Medium,64,Low
16,61,High,Low,Medium,63,Low
23,87,High,Medium,Medium,72,Medium
33,93,High,Medium,High,75,Medium
19,97,High,Low,Medium,71,Medium
24,95,High,Low,High,71,Medium
19,73,Medium,Low,Medium,66,Low
32,83,High,Medium,Medium,71,Medium
10,63,High,Low,High,61,Low
21,70,Medium,Medium,Medium,65,Low
10,64,Medium,Low,Medium,58,Low
5,73,High,High,Medium,62,Low
22,95,High,Medium,High,69,Low
21,74,Medium,Medium,Medium,65,Low
18,82,High,High,Medium,69,Low
19,77,High,High,High,68,Low
39,78,Medium,Medium,Medium,70,Low
18,99,High,Medium,Medium,72,Medium
23,72,Low,Low,Medium,66,Low
16,85,Low,Low,Medium,68,Low
22,77,Medium,High,Low,67,Low
19,62,High,Medium,Medium,61,Low
18,80,Low,Medium,High,64,Low
31,93,High,Medium,Medium,74,Medium
27,64,Medium,High,High,64,Low
21,63,High,Medium,Medium,64,Low
6,66,High,Low,Medium,61,Low
18,91,High,Medium,Medium,71,Medium
36,89,High,Low,High,72,Medium
19,83,High,Medium,Medium,68,Low
27,79,Low,High,Medium,69,Low
29,96,Medium,High,High,74,Medium
21,91,Medium,Low,Medium,70,Low
15,92,High,Low,High,69,Low
5,93,Low,Medium,High,64,Low
24,86,Low,Medium,Medium,71,Medium
15,78,High,Low,Medium,65,Low
21,95,High,Medium,Medium,71,Medium
13,97,High,Low,High,71,Medium
18,61,Low,Medium,High,66,Low
20,62,Medium,High,Low,64,Low
22,98,Medium,Medium,,70,Low
13,71,Low,Low,High,61,Low
27,95,Medium,High,Low,71,Medium
16,76,Medium,Medium,Medium,65,Low
10,65,Low,Medium,High,59,Low
19,63,Medium,Low,Medium,63,Low
20,66,Medium,Low,High,64,Low
21,70,Low,Low,Medium,63,Low
28,80,High,Medium,Medium,70,Low
19,88,High,Medium,High,70,Low
19,99,High,Medium,Medium,72,Medium
13,78,Medium,High,High,65,Low
25,81,High,High,Medium,71,Medium
21,81,High,Medium,Medium,70,Low
17,82,Medium,Medium,High,66,Low
9,81,Medium,Medium,Medium,64,Low
29,60,Low,Medium,Medium,64,Low
13,60,High,Low,Medium,59,Low
16,64,Medium,Medium,Low,65,Low
22,64,High,Medium,High,66,Low
13,88,Medium,High,Medium,67,Low
11,68,High,Medium,Medium,62,Low
7,96,High,Medium,Medium,65,Low
24,97,High,Medium,,73,Medium
17,99,Medium,Low,Medium,70,Low
38,98,Low,Medium,Low,75,Medium
14,71,High,Medium,Medium,66,Low
14,80,High,Low,Medium,65,Low
17,67,Medium,Medium,Low,64,Low
21,92,High,Low,Medium,70,Low
17,96,Medium,Medium,Medium,71,Medium
24,94,Low,Low,Medium,68,Low
14,77,Medium,Low,High,64,Low
12,90,High,Low,Low,67,Low
9,64,Medium,Medium,High,65,Low
7,62,High,Medium,Medium,62,Low
17,90,Low,Low,Medium,68,Low
18,77,High,Medium,Low,66,Low
16,100,High,High,Medium,69,Low
27,64,Medium,High,Medium,68,Low
27,94,Medium,Medium,High,71,Medium
18,79,Medium,Medium,Low,68,Low
9,93,High,Medium,Low,64,Low
17,93,Low,Low,Medium,66,Low
16,97,Medium,High,High,70,Low
16,72,Low,Medium,High,60,Low
16,98,Medium,Low,High,69,Low
16,66,Medium,Low,Medium,65,Low
18,63,High,Medium,High,66,Low
16,77,Medium,Medium,Medium,64,Low
21,93,Medium,Medium,High,71,Medium
22,79,High,Medium,Medium,66,Low
15,93,Medium,Low,Medium,66,Low
28,89,Medium,Medium,Low,68,Low
14,68,High,High,Medium,63,Low
10,98,Medium,Low,High,66,Low
22,62,Low,Low,High,61,Low
15,96,Medium,High,High,70,Low
22,72,Medium,Low,Medium,68,Low
6,80,Medium,Low,Medium,65,Low
28,77,High,High,Medium,69,Low
24,67,Medium,Low,Medium,67,Low
11,74,High,Low,Medium,62,Low
11,68,Low,Low,High,61,Low
30,68,High,High,Medium,70,Low
16,67,High,Medium,Low,65,Low
15,80,High,Medium,Medium,65,Low
6,92,Medium,Medium,High,66,Low
18,83,Medium,Low,High,66,Low
19,96,Medium,High,Medium,69,Low
24,85,High,Medium,Medium,70,Low
12,88,High,Low,High,63,Low
11,87,Low,High,Medium,64,Low
23,78,High,High,High,65,Low
26,88,High,Medium,High,71,Medium
11,63,Medium,High,Medium,61,Low
26,94,Low,Low,Medium,69,Low
20,91,High,Medium,Medium,69,Low
27,70,Medium,Low,Medium,66,Low
20,91,High,Medium,High,72,Medium
5,61,High,High,Medium,60,Low
19,69,Low,Medium,Medium,62,Low
26,63,Medium,Medium,High,66,Low
15,91,Medium,Low,High,69,Low
18,90,High,Medium,Low,69,Low
19,93,Medium,Low,Medium,71,Medium
3,60,Medium,Low,Medium,57,Low
30,80,High,Medium,Medium,72,Medium
15,88,Low,Medium,High,66,Low
23,66,Medium,Medium,Medium,66,Low
19,86,Medium,Medium,High,70,Low
28,63,Medium,Medium,High,67,Low
22,67,Medium,Medium,Low,65,Low
19,79,Medium,Low,Medium,63,Low
15,86,High,Medium,Medium,68,Low
25,66,Low,Medium,Medium,63,Low
9,67,Medium,Medium,High,63,Low
24,68,Medium,High,Medium,68,Low
13,70,Medium,Medium,Medium,60,Low
28,69,Medium,High,Medium,67,Low
21,76,Low,High,Low,65,Low
24,86,High,Medium,High,68,Low
20,78,Medium,Medium,Medium,62,Low
9,91,Medium,Low,Medium,65,Low
15,89,Medium,High,Medium,66,Low
24,65,Medium,Low,High,67,Low
21,62,Low,Low,Medium,60,Low
27,95,Low,High,Medium,74,Medium
22,63,Low,Medium,Medium,62,Low
14,66,Low,Low,Medium,61,Low
15,61,Medium,High,High,63,Low
21,85,Medium,Medium,Medium,66,Low
